Note: does not include group expenses

Date,Description,Category,Cost,Currency,John Doe,Jane Doe
2020-07-12,Vodovod 06.2020,General,431.00,MKD,215.50,-215.50
2020-07-12,Domaleks 03-04.2020,General,890.00,MKD,445.00,-445.00
2020-07-15,Jane D. paid John D.,Payment,750.00,MKD,-750.00,750.00
2020-07-17,Jane D. paid John D.,Payment,7400.00,MKD,-7400.00,7400.00
2020-08-13,EVN 06.2020,General,1109.00,MKD,554.50,-554.50
2020-08-16,Jane D. paid John D.,Payment,3000.00,MKD,-3000.00,3000.00
2020-08-21,Servis klima za dzabe 😄,General,944.00,MKD,-472.00,472.00
2020-09-27,Поклони мама,General,1800.00,MKD,900.00,-900.00
2020-10-05,40€,General,2400.00,MKD,-2400.00,2400.00
2020-11-16,1 зимска гума 🎁,Car,4000.00,MKD,-4000.00,4000.00
2020-11-29,Patiki tocak,General,3600.00,MKD,3600.00,-3600.00
2020-12-07,6000 од азното,General,6000.00,MKD,-6000.00,6000.00
2020-12-09,Maski,General,3600.00,MKD,3600.00,-3600.00
2021-01-04,Tato i mama pokloni,General,2200.00,MKD,-1100.00,1100.00
2021-01-04,Sijalici,General,800.00,MKD,-400.00,400.00
2021-01-29,Кола за мајсторот,General,6000.00,MKD,-6000.00,6000.00
2021-02-13,Narakvici,General,4753.00,MKD,-4753.00,4753.00
2021-02-13,Ski servis,General,800.00,MKD,-400.00,400.00
2021-05-08,Gumi + plin,General,1366.00,MKD,-1366.00,1366.00
2021-05-08,Crypto,General,500.00,USD,500.00,-500.00
2021-05-12,Imotni listoj,General,720.00,MKD,-360.00,360.00
2021-06-18,Tenda,General,13500.00,MKD,-6750.00,6750.00
2021-06-29,John D. paid Jane D.,Payment,25800.00,MKD,25800.00,-25800.00
2021-06-29,Jane D. paid John D.,Payment,500.00,USD,-500.00,500.00
2021-06-29,Jane D. paid John D.,Payment,1200.00,MKD,-1200.00,1200.00
2021-06-29,Адвокат имотен лист,General,4600.00,MKD,2300.00,-2300.00
2021-06-29,Данок стан,General,4650.00,MKD,2325.00,-2325.00
2021-07-11,Notar,General,8300.00,MKD,-4150.00,4150.00
2021-07-11,150 eu od Marija (za kamera),General,9300.00,MKD,-9300.00,9300.00
2021-08-05,Decathlon,Sports,3500.00,MKD,-3500.00,3500.00
2021-08-05,Ночари,General,2800.00,MKD,-2800.00,2800.00
2021-08-08,Стакло Caddy,General,3500.00,MKD,-3500.00,3500.00
2021-08-09,Среќен роденден (држачи точак),Sports,9000.00,MKD,-9000.00,9000.00
2021-10-09,Klackalka,General,9000.00,MKD,4500.00,-4500.00
2021-10-09,2000 od novcanik,General,2000.00,MKD,2000.00,-2000.00
2021-12-04,Narakvici tato,General,1200.00,MKD,-600.00,600.00
2021-12-20,Za popova sapka so mi zede,General,3000.00,MKD,-3000.00,3000.00
2021-12-20,Ski drzac,General,3250.00,MKD,-3250.00,3250.00
2021-12-20,Kapar Francija,General,8800.00,MKD,-8800.00,8800.00
2021-12-26,Marija borc,General,4000.00,MKD,4000.00,-4000.00
2021-12-26,Ti zedov 5000,General,5000.00,MKD,5000.00,-5000.00
2022-02-12,Za Francija borc,General,1940.00,MKD,1940.00,-1940.00
2022-02-12,Nehar skijanje,General,26760.00,MKD,-26760.00,26760.00
2022-03-14,Данок на имот,General,3713.00,MKD,1856.50,-1856.50
2022-04-14,Za Marija od cimeri,General,5350.00,MKD,5350.00,-5350.00
2022-05-02,John D. paid Jane D.,Payment,31422.00,MKD,31422.00,-31422.00
2022-05-02,Vodovod 04.2022,Water,241.00,MKD,120.50,-120.50
2022-05-02,EVN 03-04.2022,Electricity,1372.00,MKD,686.00,-686.00
2022-05-20,Soba francija ,General,2000.00,MKD,2000.00,-2000.00
2022-06-09,Beg 04&05.2022,Heat/gas,2666.00,MKD,1333.00,-1333.00
2022-06-15,10.000,General,10000.00,MKD,10000.00,-10000.00
2022-06-16,Водово 05.2022,General,280.00,MKD,140.00,-140.00
2022-06-16,Неотел 05.2022,General,1100.00,MKD,550.00,-550.00
2022-06-16,EVN 04-05.2022,General,680.00,MKD,340.00,-340.00
2022-07-03,Bdg 06.2022,General,1400.00,MKD,700.00,-700.00
2022-07-03,Neotel 06.2022,General,1100.00,MKD,550.00,-550.00
2022-07-03,Vodo od 06.2022,General,241.00,MKD,120.50,-120.50
2022-07-06,20.000,General,20000.00,MKD,-20000.00,20000.00
2022-07-09,Decathlon ,Sports,6700.00,MKD,-6700.00,6700.00
2022-07-09,Drzaci dzip,General,5100.00,MKD,-2550.00,2550.00
2022-07-10,Kesh (300eu+2200),General,20700.00,MKD,20700.00,-20700.00
2022-07-28,EVN 05-06.2022,Electricity,632.00,MKD,316.00,-316.00
2022-07-28,BEG 07.2022,Heat/gas,1400.00,MKD,700.00,-700.00
2022-08-15,Заем 500€,General,30500.00,MKD,30500.00,-30500.00
2022-08-30,EVN 07-08.2022,Electricity,720.00,MKD,360.00,-360.00
2022-08-30,Vodovod 07.2022,Water,398.00,MKD,199.00,-199.00
2022-09-11,10.000,General,10000.00,MKD,10000.00,-10000.00
2022-09-15,Neotel 07&08.2022,TV/Phone/Internet,2200.00,MKD,1100.00,-1100.00
2022-09-19,4.000,General,4000.00,MKD,4000.00,-4000.00
2022-10-03,Beg 08.2022,Heat/gas,1465.00,MKD,732.50,-732.50
2022-10-03,Beg 09.2022,Heat/gas,1465.00,MKD,732.50,-732.50
2022-10-05,EVN 08-09.2022,Electricity,715.00,MKD,357.50,-357.50
2022-10-11,Neotel 09.2022,TV/Phone/Internet,1100.00,MKD,550.00,-550.00
2022-10-11,Vodovo 09.2022,Water,634.00,MKD,317.00,-317.00
2022-10-11,Vodovo 08.2022,Water,633.00,MKD,316.50,-316.50
2022-10-20,Farmerki,General,5800.00,MKD,5800.00,-5800.00
2022-10-24,1000-patarini,General,1000.00,MKD,-1000.00,1000.00
2022-10-25,Na smetka,General,60000.00,MKD,-60000.00,60000.00
2022-10-31,EVN 09-10.2022,Electricity,780.00,MKD,390.00,-390.00
2022-11-14,3000мкд од новчаник,General,3000.00,MKD,-3000.00,3000.00
2022-11-29,Neotel 10.2022,General,1100.00,MKD,550.00,-550.00
2022-11-29,Vodovod 10.2022,General,636.00,MKD,318.00,-318.00
2022-11-29,EVN 10-11.2022,General,1033.00,MKD,516.50,-516.50
2022-12-17,Од мњто 500мкд,General,500.00,MKD,-500.00,500.00
2022-12-17,Od novcanik + majstor ,General,7000.00,MKD,7000.00,-7000.00
2022-12-24,Евн 11-12.2022,General,800.00,MKD,400.00,-400.00
2022-12-24,Водовод 11.2022,General,633.00,MKD,316.50,-316.50
2022-12-24,Неотел 11.2022,General,1290.00,MKD,645.00,-645.00
2022-12-24,ЕСМ 10 и 11 2022,General,2930.00,MKD,1465.00,-1465.00
2022-12-30,290 eu od novcanik,General,17850.00,MKD,17850.00,-17850.00
2023-01-07,6000 od na masa,General,6000.00,MKD,6000.00,-6000.00
2023-01-09,Vodovod  12.2022,General,635.00,MKD,317.50,-317.50
2023-01-09,Neotel 12.2022,General,1290.00,MKD,645.00,-645.00
2023-02-03,Неотел 01.2023,General,1290.00,MKD,645.00,-645.00
2023-02-03,ЕВН 12-01.2023,General,946.00,MKD,473.00,-473.00
2023-02-03,ЕСМ 12.2022,General,1469.00,MKD,734.50,-734.50
2023-02-03,Водовод 01.2023,General,641.00,MKD,320.50,-320.50
2023-02-03,Registracija Suzuki,General,11100.00,MKD,-11100.00,11100.00
2023-02-03,Notar,General,900.00,MKD,-900.00,900.00
2023-02-04,Dukserka ,General,3600.00,MKD,-3600.00,3600.00
2023-02-04,Farmerki,General,5400.00,MKD,-5400.00,5400.00
2023-02-17,13.000,General,13000.00,MKD,-13000.00,13000.00
2023-02-20,Evn 01-02.2023,General,950.00,MKD,475.00,-475.00
2023-02-24,6000 od soba ,General,6000.00,MKD,6000.00,-6000.00
2023-03-02,Неотел 02.2023,General,1290.00,MKD,645.00,-645.00
2023-03-02,ЕСМ 01.2023,General,1465.00,MKD,732.50,-732.50
2023-03-31,Нафта,General,2450.00,MKD,-2450.00,2450.00
2023-04-02,ЕВН 02-03.2023,General,1260.00,MKD,630.00,-630.00
2023-04-02,ЕСМ 02.2023,General,1470.00,MKD,735.00,-735.00
2023-04-14,ЕСМ 03.2023,General,1470.00,MKD,735.00,-735.00
2023-04-14,Телеком 03.2022,General,1191.00,MKD,595.50,-595.50
2023-04-14,Водовод 02.2023,General,641.00,MKD,320.50,-320.50
2023-04-14,Водовод 03.2023,General,641.00,MKD,320.50,-320.50
2023-04-16,Decathlon HR,Sports,3630.00,MKD,3630.00,-3630.00
2023-04-16,Razdolzuvanje HR 59.86eu,General,3690.00,MKD,3690.00,-3690.00
2023-04-17,Colt praenje,General,4700.00,MKD,-4700.00,4700.00
2023-04-17,20.000 kesh,General,20000.00,MKD,20000.00,-20000.00
2023-04-17,1015 eu od dolg vo Excel,General,62620.00,MKD,62620.00,-62620.00
2023-05-04,4.000 od doma,General,4000.00,MKD,4000.00,-4000.00
2023-05-08,Popravka na sedista i kaish,General,1770.00,MKD,-1770.00,1770.00
2023-05-15,20.000 od doma,General,20000.00,MKD,20000.00,-20000.00
2023-05-15,ЕВН 03-04.2023,General,905.00,MKD,452.50,-452.50
2023-05-25,2000 tives,General,2000.00,MKD,-2000.00,2000.00
2023-05-25,Majstor Astra,General,1500.00,MKD,1500.00,-1500.00
2023-05-29,20.000 od doma,General,20000.00,MKD,20000.00,-20000.00
2023-05-29,500 eu od doma,General,30750.00,MKD,30750.00,-30750.00
2023-05-30,Evn 03-04 Ohrid,General,283.00,MKD,-141.50,141.50
2023-05-30,Evn 04-05 Ohrid,General,184.00,MKD,-92.00,92.00
2023-05-30,Urban komfort 08 i 09 2022,General,1713.00,MKD,-856.50,856.50
2023-05-30,100.000 na smetka,General,100000.00,MKD,-100000.00,100000.00
2023-05-30,Danok na imot Ohrid,General,6479.00,MKD,-3239.50,3239.50
2023-05-30,Данок на имот Скопје ,General,3713.00,MKD,1856.50,-1856.50
2023-05-31,Urban komfort 01-05.22',General,3108.00,MKD,-1554.00,1554.00
2023-06-06,Televizor,General,37000.00,MKD,-18500.00,18500.00
2023-06-12,Telekom  05.2023,General,1270.00,MKD,635.00,-635.00
2023-06-22,ESM 04&05.2023,General,2412.00,MKD,1206.00,-1206.00
2023-06-22,Vodovod 04-07.2023,General,2570.00,MKD,1285.00,-1285.00
2023-06-23,EVN 05&06.2022,General,2000.00,MKD,1000.00,-1000.00
2023-06-29,15.000 od doma,General,15000.00,MKD,15000.00,-15000.00
2023-07-13,Thome 06.2023,General,1273.00,MKD,636.50,-636.50
2023-07-13,21.000 od doma ,General,21000.00,MKD,21000.00,-21000.00
2023-07-15,ESM 06.2023,General,957.00,MKD,478.50,-478.50
2023-07-19,10.000 - 17.07,General,10000.00,MKD,10000.00,-10000.00
2023-07-20,60.000 na smetka,General,60000.00,MKD,-60000.00,60000.00
2023-07-28,EVN 06-07.2023,General,1078.00,MKD,539.00,-539.00
2023-07-28,ESM 07.2023,General,941.00,MKD,470.50,-470.50
2023-08-06,100 eu ,General,6150.00,MKD,6150.00,-6150.00
2023-08-18,Telekom 07.2023,General,1273.00,MKD,636.50,-636.50
2023-09-24,2/3 stolica + Denesno pazarenje,General,14480.00,MKD,-7240.00,7240.00
2023-10-03,Evn 07-08,General,1200.00,MKD,600.00,-600.00
2023-10-03,Evn 08-09,General,1016.00,MKD,508.00,-508.00
2023-10-03,Гаражно место,General,5000.00,EUR,2500.00,-2500.00
2023-10-10,Telekom 08.2023,General,1273.00,MKD,636.50,-636.50
2023-10-10,Telekom 09.2023,General,1273.00,MKD,636.50,-636.50
2023-10-10,Vodovod 08.2023,General,650.00,MKD,325.00,-325.00
2023-10-10,Vodovod 09.2023,General,640.00,MKD,320.00,-320.00
2023-10-10,ESM 08.2023,General,1465.00,MKD,732.50,-732.50
2023-10-10,ESM 09.2023,General,1465.00,MKD,732.50,-732.50
2023-10-19,Jane D. paid John D.,Payment,2500.00,EUR,-2500.00,2500.00
2023-10-22,6000 ,General,6000.00,MKD,6000.00,-6000.00
2023-10-22,Dukserka,General,1850.00,MKD,-1850.00,1850.00
2023-10-27,Trosoci za danok garaza,General,800.00,MKD,-400.00,400.00
2023-11-04,Jane D. paid John D.,Payment,52147.00,MKD,-52147.00,52147.00
2023-11-04,thome 10.2023,General,1273.00,MKD,636.50,-636.50
2023-11-04,Vodovod 10.2023,General,646.00,MKD,323.00,-323.00
2023-11-06,EVN 09-10.2023,General,1050.00,MKD,525.00,-525.00
2023-11-20,12.000 od biro,General,12000.00,MKD,12000.00,-12000.00
2023-12-03,150 eu,General,9200.00,MKD,9200.00,-9200.00
2023-12-06,Telekom 11.2023,General,1273.00,MKD,636.50,-636.50
2023-12-06,EVN 10-11.2023,General,1435.00,MKD,717.50,-717.50
2023-12-10,100 eu ,General,6150.00,MKD,6150.00,-6150.00
2023-12-14,Скпје данок,General,23531.00,MKD,11765.50,-11765.50
2023-12-18,Parking - 20.11-20.12,Parking,1800.00,MKD,900.00,-900.00
2023-12-28,ESM 10&11.2023,General,3005.00,MKD,1502.50,-1502.50
2023-12-28,EVN 11-12.23,General,1289.00,MKD,644.50,-644.50
2023-12-28,Vodovod 11.23,General,641.00,MKD,320.50,-320.50
2024-01-10,Rascistuvanje,General,30000.00,MKD,-30000.00,30000.00
2024-01-23,Urban Komfort - zakl. So 11.2023,General,6202.00,MKD,-3101.00,3101.00
2024-02-01,EVN 12.23-01.24,General,1100.00,MKD,550.00,-550.00
2024-02-01,Vodovod 12.2023&01.2024,General,1282.00,MKD,641.00,-641.00
2024-02-01,ESM 12.23,General,1580.00,MKD,790.00,-790.00
2024-02-19,EVN 01-02.24,General,1040.00,MKD,520.00,-520.00
2024-02-21,Нотар гаража,General,9000.00,MKD,-4500.00,4500.00
2024-02-22,Parking rent - 01 i 02,Rent,3600.00,MKD,1800.00,-1800.00
2024-02-24,Jane D. paid John D.,Payment,5000.00,MKD,-5000.00,5000.00
2024-02-28,Urban Komfort 12.23 + 01.24,General,1463.00,MKD,-731.50,731.50
2024-03-06,Registracija kola,General,7200.00,MKD,-7200.00,7200.00
2024-03-07,Posta USA,General,1450.00,MKD,-725.00,725.00
2024-03-11,Jane D. paid John D.,Payment,6000.00,MKD,-6000.00,6000.00
2024-03-11,Кочница + брава,General,4500.00,MKD,4500.00,-4500.00
2024-03-20,Cistacka,General,1200.00,MKD,-600.00,600.00
2024-03-20,Tablet,General,4000.00,MKD,4000.00,-4000.00
2024-03-24,EVN 02-03.2024,General,1875.00,MKD,937.50,-937.50
2024-03-24,ESM 01&02.2024,General,3065.00,MKD,1532.50,-1532.50
2024-03-24,Vodovod 01&02.2024,General,1285.00,MKD,642.50,-642.50
2024-04-09,Urban komfort 02 i 03,General,1450.00,MKD,-725.00,725.00
2024-04-13,T-Home 03.2024,General,1273.00,MKD,636.50,-636.50
2024-04-20,Gumi colt prodaeni,General,4500.00,MKD,4500.00,-4500.00
2024-04-23,Бугарија,General,4000.00,MKD,-4000.00,4000.00
2024-04-23,Кола,General,1500.00,EUR,1500.00,-1500.00
2024-04-25,EVN 03-04.24,General,1350.00,MKD,675.00,-675.00
2024-05-11,Danok shator,General,8727.00,MKD,8727.00,-8727.00
2024-05-11,Danok Decathlon,Sports,2760.00,MKD,1380.00,-1380.00
2024-05-11,Kola (2),General,2000.00,EUR,2000.00,-2000.00
2024-05-11,Svadba,General,3500.00,MKD,-3500.00,3500.00
2024-05-16,Od kupce papal,General,170.00,EUR,170.00,-170.00
2024-05-20,ESM 03&04.2024,General,3079.00,MKD,1539.50,-1539.50
2024-05-20,Telekom 04.2024,General,1273.00,MKD,636.50,-636.50
2024-05-20,Vodovod 04.2024,General,640.00,MKD,320.00,-320.00
2024-05-26,Данок на имот Скопје 10/24-291967,General,4300.00,MKD,2150.00,-2150.00
2024-05-26,EVN 04-05.2024,General,1470.00,MKD,735.00,-735.00
2024-05-29,Од шкавче,General,1500.00,MKD,-1500.00,1500.00
2024-05-30,Од новчаник,General,1350.00,MKD,-1350.00,1350.00
2024-06-08,3.400eu,General,3400.00,EUR,-3400.00,3400.00
2024-06-14,330 eu,General,330.00,EUR,-330.00,330.00
2024-06-14,800-330=470eu,General,29000.00,MKD,-29000.00,29000.00
2024-06-19,Cistacka skopje,General,800.00,MKD,-400.00,400.00
2024-07-01,"Convert 26,9e  => MKD",General,1635.00,MKD,1635.00,-1635.00
2024-07-01,Jane D. paid John D.,Payment,26.80,EUR,-26.80,26.80
2024-07-01,EVN 05-06.2024,General,1264.00,MKD,632.00,-632.00
2024-07-01,ESM 05.2024,General,1402.00,MKD,701.00,-701.00
2024-07-01,Vodovod 05&06.2024,General,1282.00,MKD,641.00,-641.00
2024-07-12,Urban Komfort 04-07.2024,General,4070.00,MKD,-2035.00,2035.00
2024-08-11,Telekom 06.24,General,1273.00,MKD,636.50,-636.50
2024-08-11,Telekom 05.24,General,1273.00,MKD,636.50,-636.50
2024-08-11,Vodovod 07.24,General,641.00,MKD,320.50,-320.50
2024-08-11,ESM 06&07.24,General,2775.00,MKD,1387.50,-1387.50
2024-09-09,Borovinki,General,1900.00,MKD,-950.00,950.00
2024-09-09,Kurs Ivan,General,24400.00,MKD,-12200.00,12200.00
2024-09-20,ESM 08.24,General,1575.00,MKD,787.50,-787.50
2024-09-20,Vodovod 08.2024,General,642.00,MKD,321.00,-321.00
2024-09-20,Telekom 08.24,General,1270.00,MKD,635.00,-635.00
2024-09-20,EVN 06-08.2024,General,2960.00,MKD,1480.00,-1480.00
2024-10-08,Urban komfort 08 i 09,General,1575.00,MKD,-787.50,787.50
2024-10-24,Nis ,General,1900.00,MKD,-1900.00,1900.00
2024-10-29,ЕВН 09-10.2024,General,1420.00,MKD,710.00,-710.00
2024-10-29,Телеком 09.2024,General,1273.00,MKD,636.50,-636.50
2024-10-29,Водовод 09&10.24,General,1282.00,MKD,641.00,-641.00
2024-11-03,Majstor masina,General,500.00,MKD,-250.00,250.00
2024-11-03,Телеком 10.2024,General,1277.00,MKD,638.50,-638.50
2024-11-10,ЕСМ 09&10.24,General,3128.00,MKD,1564.00,-1564.00
2024-12-01,EVN 09-10.24,General,1400.00,MKD,700.00,-700.00
2024-12-03,Telekom 11.2024,General,1277.00,MKD,638.50,-638.50
2024-12-20,5000 od fioka,General,5000.00,MKD,5000.00,-5000.00
2024-12-25,3000 od fioka,General,3000.00,MKD,3000.00,-3000.00
2024-12-31,50е од гиока,General,50.00,EUR,-50.00,50.00
2025-01-06,Телеком 12.2024,General,1277.00,MKD,638.50,-638.50
2025-01-06,EVN 12.24,General,1666.00,MKD,833.00,-833.00
2025-01-06,Водовод 11&12.24,General,1284.00,MKD,642.00,-642.00
2025-01-06,ESM 11.24,General,1576.00,MKD,788.00,-788.00
2025-01-10,Urban Komfort 10-12 mesec,General,2830.00,MKD,-1415.00,1415.00
2025-02-03,Телеком 01.2025,General,1273.00,MKD,636.50,-636.50
2025-02-03,ЕВН 12-01.25,General,1422.00,MKD,711.00,-711.00
2025-02-03,"Водовод 01,25",General,645.00,MKD,322.50,-322.50
2025-02-03,Discord 12 meseci,General,18200.00,MKD,-9100.00,9100.00
2025-03-10,Evn 01-02.2025,General,1420.00,MKD,710.00,-710.00
2025-03-27,Ananas,General,26000.00,MKD,13000.00,-13000.00
2025-03-29,ESM 1&2.2025,General,3216.00,MKD,1608.00,-1608.00
2025-03-29,Telekom 02.2025,General,1273.00,MKD,636.50,-636.50
2025-03-29,Evn 02-03.2025,General,1470.00,MKD,735.00,-735.00
2025-03-29,Vodovod 02&03.2025,General,1282.00,MKD,641.00,-641.00
2025-05-30,ESM 03-06.2025,General,5404.00,MKD,2702.00,-2702.00
2025-05-30,EVN 04&05.2025,General,3380.00,MKD,1690.00,-1690.00
2025-05-30,Vodovod 04.2025,General,641.00,MKD,320.50,-320.50
2025-05-30,Telekom 04.2025,General,467.00,MKD,-233.50,233.50
2025-06-28,Hrana Loki+apcinja,General,8500.00,MKD,-4250.00,4250.00
2025-06-29,Ananas mashina,General,24400.00,MKD,12200.00,-12200.00
2025-07-01,Settle up Ljubanishta 2024,General,12922.50,MKD,-12922.50,12922.50
2025-07-01,Jane D. paid John D.,Payment,610.00,MKD,-610.00,610.00
2025-09-23,Pozajmica 16.000,General,16000.00,MKD,16000.00,-16000.00
2025-09-29,Telekom - 08.2025,General,1274.00,MKD,-637.00,637.00
2025-09-29,Telekom 07-2025,General,1283.00,MKD,-641.50,641.50
2025-10-13,Крипто,General,88550.00,MKD,88550.00,-88550.00
2025-10-24,EVN 08-10.2025,General,3000.00,MKD,1500.00,-1500.00
2025-10-24,Vodovod 09.2025,General,680.00,MKD,340.00,-340.00
2025-10-25,6.000 od novcanik natkasna,General,6000.00,MKD,6000.00,-6000.00
2025-10-25,Cistacka,General,1500.00,MKD,-750.00,750.00
2025-11-05,Telekom 09+10.2025,General,2750.00,MKD,-1375.00,1375.00
2025-11-18,60.000 od fioka crypto,General,60000.00,MKD,60000.00,-60000.00
2025-11-20,Razlika kurs 18$,General,1000.00,MKD,-1000.00,1000.00
2025-11-26,EVN 10-11.2025,General,1836.00,MKD,918.00,-918.00
2025-11-26,ESM 09&10.2025,General,3300.00,MKD,1650.00,-1650.00
2025-11-26,Vodovod 10&11.2025,General,1360.00,MKD,680.00,-680.00
2025-11-27,Razdolzuvanje (nono),General,54600.00,MKD,-54600.00,54600.00
2025-12-02,Cevli tato,General,5300.00,MKD,-5300.00,5300.00
2025-12-02,Pegla,General,950.00,MKD,-475.00,475.00
2025-12-09,Telekom 11.2025,General,1283.00,MKD,-641.50,641.50
2025-12-22,Parking 12.25-01.26,Parking,3000.00,MKD,1500.00,-1500.00
2026-01-08,Vodovod 12.2025,General,680.00,MKD,340.00,-340.00
2026-01-08,EVN 11-12.2025,General,1400.00,MKD,700.00,-700.00
2026-01-08,ESM 11.2025,General,1680.00,MKD,840.00,-840.00
2026-01-10,spliit transfer,General,26224.00,MKD,26224.00,-26224.00
2026-01-14,Spliit transfer Telekom,General,1274.00,MKD,-1274.00,1274.00
2026-01-14,Урбан Комфорт 08-12.2025,General,3649.00,MKD,-1824.50,1824.50
2026-01-14,Telekom 12.2025,General,1274.00,MKD,-637.00,637.00
2026-01-14,John D. paid Jane D.,Payment,136.80,EUR,136.80,-136.80
2026-01-14,136.8eu -> mkd,General,8413.00,MKD,-8413.00,8413.00
2026-01-18,Jane D. paid John D.,Payment,104841.50,MKD,-104841.50,104841.50

2026-06-30,Total balance, , ,MKD,0.00,0.00
2026-06-30,Total balance, , ,USD,0.00,0.00
2026-06-30,Total balance, , ,EUR,0.00,0.00

